"","TagID","LastObs","BranchNum","Group","AssignSpawnSite","AssignSpawnNode","TagPath","PtagisEventSites","PtagisLastEventSite","PtagisLastEventDate","PtagisEventLastSpawnSite"
"58","384.3B23AD022A",2016-03-11 21:08:59,19,"GrandeRonde","CCW","CCWA0","GRA, UGR, CCWB0, CCWA0, CCWB0, CCWA0, CCWB0, CCWA0, UGR","GRA(O),UGR(O),CATHEC(R),CCW(O),CCW(O),CCW(O),CCW(O),UGR(O)","UGR","5/5/2016 10:37:29","CATHEC"
"59","384.3B23AD02DD",2016-04-15 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O),ICH(O)","ICH","4/24/2016 6:38:33","JOC"
"60","384.3B23AD0345",2016-03-28 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0, GRA, JOCB0, JOCA0","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O),BO3(O),BO4(O),TD1(O),MC1(O),ICH(O),LMA(O),GOA(O),GRA(O),JOC(O)","JOC","2/18/2017 11:58:17","JOC"
"61","384.3B23AD035F",2016-03-23 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOSEPC","GRA(O),GRA(O),GRA(O),JOC(O),JOSEPC(R)","JOSEPC","3/23/2016 7:00:00","JOC"
"62","384.3B23AD03D0",2016-02-20 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, GRA","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O),LGR(R)","LGR","4/12/2016 12:00:00","JOC"
"63","384.3B23AD03DD",2016-02-14 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC","GRA(O),GRA(O),JOC(O),JOSEPC(R)","JOSEPC","2/14/2016 8:00:00","JOC"
"64","384.3B23AD0606",2016-03-11 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","3/11/2016 17:57:55","JOC"
"65","384.3B23AD076F",2016-02-18 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","3/14/2016 17:43:18","JOC"
"66","384.3B23AD0B3A",2016-04-11 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/11/2016 18:34:28","JOC"
"67","384.3B23AD0CF6",2016-02-16 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/24/2016 19:37:39","JOC"
"68","384.3B23AD0E4E",2016-04-07 16:29:23,19,"GrandeRonde","CCW","CCWA0","GRA, UGR, CCWB0, CCWA0","GRA(O),CATHEC(R),UGR(O),CCW(O)","CCW","4/7/2016 18:42:17","CATHEC"
"69","384.3B23AD1957",2016-03-25 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOSEPC(M)","JOSEPC","4/18/2016 7:00:00","JOC"
"70","384.3B23AD19C0",2016-02-15 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/19/2016 10:52:50","JOC"
"71","384.3B23AD1B8A",2016-03-08 21:52:11,26,"UpperSalmon","USI","USI","GRA, USE, USI","GRA(O),USE(O),USI(O),SALREF(R)","SALREF","3/30/2016 12:00:00","SALREF"
"72","384.3B23AD1D8E",2016-05-25 08:59:06,25,"Lemhi","AGC","AGCA0","GRA, LLRB0, LLRA0, WPCA0, WPCB0, LRWB0, LRWA0, LRWB0, LRWA0, LRWB0, HYCB0, HYCA0, AGCA0","GRA(O),LLR(O),WPC(O),WPC(O),LRW(O),LRW(O),HYC(O),HYC(O),AGC(O),AGC(O)","AGC","5/26/2016 9:13:31","HYC"
"73","384.3B23AD1F39",2016-03-25 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCB0","GRA(O),JOC(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/5/2016 19:36:42","JOC"
"74","384.3B23AD1FF8",2016-04-03 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/3/2016 13:12:20","JOC"
"75","384.3B23AD2015",2016-04-26 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0, JOCA0","GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/27/2016 1:38:29","JOC"
"76","384.3B23AD20D0",2016-04-01 21:06:53,19,"GrandeRonde","CCW","CCWA0","GRA, UGR, CCWB0, CCWA0","GRA(O),CATHEC(R),UGR(O),CCW(O),CCW(O)","CCW","4/16/2016 17:23:16","CATHEC"
"77","384.3B23AD21F4",2016-04-16 18:05:51,19,"GrandeRonde","CCW","CCWA0","GRA, UGR, CCWA0, CCWB0","GRA(O),CATHEC(R),UGR(O),CCW(O)","CCW","4/16/2016 18:17:14","CATHEC"
"78","384.3B23AD22A3",2016-03-24 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","5/2/2016 18:34:42","JOC"
"79","384.3B23AD22B0",2016-03-21 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R)","JOSEPC","4/4/2016 7:00:00","JOC"
"80","384.3B23AD2667",2016-04-03 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/17/2016 19:08:52","JOC"
"81","384.3B23AD270A",2016-03-23 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","3/23/2016 7:00:00","JOC"
"82","384.3B23AD2788",2016-04-19 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","4/19/2016 7:00:00","JOC"
"83","384.3B23AD278D",2016-02-18 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOSEPC, JOCB0, JOCA0","GRA(O),JOSEPC(R),JOC(O)","JOC","2/18/2016 11:42:55","JOC"
"84","384.3B23AD28C9",2016-03-11 02:01:21,19,"GrandeRonde","CCW","CCWA0","GRA, UGR, CCWA0","GRA(O),CATHEC(R),UGR(O),CCW(O)","CCW","3/11/2016 2:43:17","CATHEC"
"85","384.3B23AD2928",2016-03-01 08:21:00,17,"LookingGlass","LOOKGC","LOOKGC","GRA, LOOKGC","GRA(O),LOOKGC(R),LOOH(R)","LOOH","5/26/2016 15:07:00","LOOH"
"86","384.3B23AD2A7D",2016-04-01 20:09:01,18,"Wallowa","WR1","WR1","GRA, UGR, WR1","GRA(O),UGR(O),WR1(O)","WR1","4/1/2016 20:09:01","UGR"
"87","384.3B23AD2E22",2016-04-15 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/15/2016 19:03:45","JOC"
"88","384.3B23AD2E7A",2016-04-10 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/10/2016 19:00:58","JOC"
"89","384.3B23AD3378",2016-04-14 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),LGRLDR(R),GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/14/2016 21:28:27","JOC"
"90","384.3B23AD3378",2016-04-14 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),LGRLDR(R),GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/14/2016 21:28:27","JOC"
"91","384.3B23AD3770",2016-03-21 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/9/2016 10:29:35","JOC"
"92","384.3B23AD3888",2016-03-13 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","3/13/2016 14:34:56","JOC"
"93","384.3B23AD3965",2016-03-11 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","3/11/2016 12:00:15","JOC"
"94","384.3B23AD3A85",2016-05-11 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOSEPC(M)","JOSEPC","5/11/2016 7:00:00","JOC"
"95","384.3B23AD3BF8",2016-04-20 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/20/2016 23:21:28","JOC"
"96","384.3B23AD3C0A",2016-03-24 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","3/24/2016 7:00:00","JOC"
"97","384.3B23AD3C10",2016-04-14 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","4/14/2016 7:00:00","JOC"
"98","384.3B23AD3E83",2016-03-22 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","3/22/2016 7:00:00","JOC"
"99","384.3B23AD420A",2016-04-09 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/9/2016 17:10:05","JOC"
"100","384.3B23AD42FC",2016-04-17 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","4/17/2016 7:00:00","JOC"
"101","384.3B23AD4345",2016-04-12 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOSEPC, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O),JOSEPC(M)","JOSEPC","5/8/2016 7:00:00","JOC"
"102","384.3B23AD4520",2016-04-14 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/14/2016 10:13:42","JOC"
"103","384.3B23AD456C",2016-04-25 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/25/2016 15:30:52","JOC"
"104","384.3B23AD4578",2016-03-22 07:45:00,5,"Asotin","ASOTIC","ASOTIC","GRA, ACMA0, ASOTIC","GRA(O),ACM(O),ACM(O),ASOTIC(R)","ASOTIC","3/22/2016 7:45:00","ACM"
"105","384.3B23AD487F",2016-02-20 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/13/2016 9:45:53","JOC"
"106","384.3B23AD48A6",2016-04-12 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/13/2016 0:26:01","JOC"
"107","384.3B23AD4973",2016-03-12 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOSEPC, JOCB0, JOCA0, JOSEPC","GRA(O),GRA(O),JOSEPC(R),JOC(O),JOSEPC(R)","JOSEPC","4/23/2016 7:00:00","JOC"
"108","384.3B23AD49BF",2016-04-12 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/12/2016 19:10:26","JOC"
"109","384.3B23AD4B97",2016-05-02 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","5/3/2016 7:52:24","JOC"
"110","384.3B23AD4BBB",2016-02-19 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/25/2016 17:30:40","JOC"
"111","384.3B23AD4C10",2016-03-17 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","3/17/2016 11:11:46","JOC"
"112","384.3B23AD4CD3",2016-03-22 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O),DRM(O)","DRM","4/26/2016 14:28:55","JOC"
"113","384.3B23AD5245",2016-03-11 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","3/11/2016 18:40:37","JOC"
"114","384.3B23AD5272",2016-04-09 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/9/2016 17:39:36","JOC"
"115","384.3B23AD54C3",2016-04-11 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/11/2016 18:27:13","JOC"
"116","384.3B23AD57A5",2016-04-23 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/23/2016 12:53:20","JOC"
"117","384.3B23AD5842",2016-04-09 12:37:35,7,"Lapwai","SWT","SWTA0","GRA, LAPB0, LAPA0, MISB0, MISA0, MISB0, MISA0, SWTB0, SWTA0, SWTB0, SWTA0, SWTB0, LAPA0, LAPB0, LAPA0, LAPB0, LAPA0, LAPB0, LAPA0, LAPB0, LAPA0, LAPB0","GRA(O),LAP(O),MIS(O),MIS(O),SWT(O),SWT(O),SWT(O),LAP(O),LAP(O),LAP(O)","LAP","4/20/2016 6:50:03","MIS"
"118","384.3B23AD58FE",2016-03-31 16:09:13,19,"GrandeRonde","UGR","UGR","GRA, UGR","GRA(O),CATHEC(R),UGR(O),UGR(O)","UGR","5/30/2016 9:04:33","CATHEC"
"119","384.3B23AD5C8A",2016-04-11 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/11/2016 14:06:44","JOC"
"120","384.3B23AD5C9D",2016-02-18 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOSEPC, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOSEPC(R),JOC(O),JOSEPC(R),JOC(O)","JOC","4/20/2016 14:34:33","JOC"
"121","384.3B23AD5CB6",2016-04-22 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/22/2016 10:55:44","JOC"
"122","384.3B23AD5CE0",2016-04-06 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCB0","GRA(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/6/2016 17:31:35","JOC"
"123","384.3B23AD5CE7",2016-02-15 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/12/2016 22:58:49","JOC"
"124","384.3B23AD5CFB",2016-04-24 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/24/2016 23:06:48","JOC"
"125","384.3B23AD5DCC",2016-03-22 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O)","JOC","4/12/2016 12:15:50","JOC"
"126","384.3B23AD5E09",2016-03-11 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","3/11/2016 16:09:01","JOC"
"127","384.3B23AD5E59",2016-03-25 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOSEPC, JOCA0, JOCB0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOSEPC(M),JOC(O)","JOC","3/16/2017 18:56:36","JOC"
"128","384.3B23AD5FA8",2016-04-02 08:22:59,26,"UpperSalmon","USI","USI","GRA, USE, USI","GRA(O),USE(O),SALREF(R),USI(O)","USI","4/2/2016 8:23:01","SALREF"
"129","384.3B23AD5FD5",2016-04-04 15:11:06,19,"GrandeRonde","CCW","CCWA0","GRA, UGR, CCWA0","GRA(O),UGR(O),CCW(O)","CCW","4/4/2016 15:11:06","UGR"
"130","384.3B23AD601A",2015-10-18 17:52:51,26,"UpperSalmon","USE","USE","GRA, USE","GRA(O),USE(O),SALREF(R)","SALREF","3/30/2016 12:00:00","SALREF"
"131","384.3B23AD61B5",2016-03-24 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","3/24/2016 7:00:00","JOC"
"132","384.3B23AD61F6",2016-03-11 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0","GRA(O),JOC(O),JOC(O),JOSEPC(R),JOC(O)","JOC","3/11/2016 19:33:02","JOC"
"133","384.3B23AD6210",2016-04-03 18:52:13,19,"GrandeRonde","CCW","CCWA0","GRA, UGR, CCWA0","GRA(O),CATHEC(R),UGR(O),CCW(O),CCW(O)","CCW","4/4/2016 15:23:41","CATHEC"
"134","384.3B23AD6419",2016-03-25 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","3/25/2016 7:00:00","JOC"
"135","384.3B23AD64C8",2016-03-07 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","3/7/2016 8:00:00","JOC"
"136","384.3B23AD6754",2016-04-14 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0","GRA(O),GRA(O),GRA(O),JOC(O),JOSEPC(R),JOC(O)","JOC","4/14/2016 12:31:19","JOC"
"137","384.3B23AD6828",2016-04-27 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, GRA","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOC(O),LGR(R)","LGR","4/30/2016 12:00:00","JOC"
"138","384.3B23AD68A8",2016-03-22 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0, JOCB0, JOCA0","GRA(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOC(O),JOSEPC(R),JOSEPC(R),JOC(O),JOC(O),JOC(O),JOC(O)","JOC","3/28/2016 14:16:24","JOC"
"139","384.3B23AD69D7",2017-03-12 18:37:51,1,"Tucannon","LTR","LTR","GRA, UGR, LTR","GRA(O),UGR(O),LTR(O),LTR(O)","LTR","4/8/2017 22:39:43","UGR"
"140","384.3B23AD6A54",2016-03-11 08:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOSEPC(R)","JOSEPC","3/11/2016 8:00:00","JOC"
"141","384.3B23AD8EF5",2016-03-21 07:00:00,9,"JosephCreek","JOSEPC","JOSEPC","GRA, JOCB0, JOCA0, JOCB0, JOCA0, JOSEPC","GRA(O),JOC(O),JOC(O),JOC(O),JOSEPC(R)","JOSEPC","3/21/2016 7:00:00","JOC"
