"","TagID","LastObs","BranchNum","Group","AssignSpawnSite","AssignSpawnNode","TagPath","PtagisEventSites","PtagisLastEventSite","PtagisLastEventDate","PtagisEventLastSpawnSite"
"27","3D9.1C2DDCA641",2016-08-30 19:36:01,11,"ImnahaRiver","IR5","IR5B0","GRA, IR1, IR3B0, IMLB0, IMLA0, IMNAHW, IR5B0, IR4A0, IR4B0","GRA(O),IR1(O),IR3(O),IMNAHW(R),IML(O),IR5(O),IR4(O)","IR4","8/31/2016 10:30:08","IR4"
"28","3D9.1C2DDCB452",2016-09-08 11:51:37,21,"SFSalmon","KRS","KRS","GRA, SFG, ESSB0, ESSA0, KRS","GRA(O),SFG(O),ESS(O),ESS(O),ESS(O),ESS(O),KRS(O)","KRS","9/8/2016 11:51:37","ESS"
"29","3D9.1C2DDCBE13",2016-07-03 17:17:05,11,"ImnahaRiver","IML","IMLA0","GRA, IR1, IMLB0, IMLA0","GRA(O),IR1(O),IML(O)","IML","7/3/2016 17:19:59","IR1"
"30","3D9.1C2DDCBF67",2016-08-19 00:00:00,21,"SFSalmon","MCCA","STR","GRA, STR","MCCA(R),GRA(O)","GRA","6/16/2016 15:10:01",NA
"31","3D9.1C2DDCBFCB",2016-06-02 04:23:10,12,"Lolo","LC1","LC1","GRA, SC1, SC2B0, LC1","GRA(O),SC1(O),SC2(O),LC1(O)","LC1","6/2/2016 4:23:10","SC2"
"32","3D9.1C2DDCC24E",2016-06-19 21:27:59,18,"Wallowa","WR1","WR1","GRA, UGR, WR1","GRA(O),UGR(O),UGR(O),WR1(O)","WR1","6/19/2016 21:27:59","UGR"
"33","3D9.1C2DDCC99B",2016-08-29 15:55:44,26,"UpperSalmon","STL","STL","GRA, USI, STL","GRA(O),USI(O),STL(O),STL(O),STL(O),SAWT(R)","SAWT","9/2/2016 0:00:00","SAWT"
"34","3D9.1C2DDCCCAA",2016-07-06 18:08:52,11,"ImnahaRiver","IML","IMLA0","GRA, IR1, IMLB0, IMLA0","GRA(O),GRA(O),IR1(O),IR1(O),IR1(O),IML(O)","IML","7/6/2016 18:08:52","IR1"
"35","3D9.1C2DDCCEF4",2016-07-01 17:17:26,26,"UpperSalmon","STL","STL","GRA, USE, STL","GRA(O),USE(O),STL(O),STL(O),SAWT(R)","SAWT","9/2/2016 0:00:00","SAWT"
"36","3D9.1C2DDCD519",2016-08-30 20:40:47,26,"UpperSalmon","VC2","VC2","GRA, STL, VC2","GRA(O),STL(O),STL(O),VC2(O)","VC2","8/30/2016 20:42:06","STL"
"37","3D9.1C2DDCDBA4",2016-09-06 22:09:06,11,"ImnahaRiver","IR5","IR5A0","GRA, IR1, IMLB0, IMLA0, IMNAHW, IR5A0, IMNAHW","GRA(O),IR1(O),IMNAHW(R),IML(O),IR5(O),IMNAHW(M)","IMNAHW","9/7/2016 13:00:00","IMNAHW"
"38","3D9.1C2DDCDBD7",2016-07-26 13:50:40,26,"UpperSalmon","STL","STL","GRA, STL","GRA(O),STL(O),STL(O),STL(O),SAWT(R)","SAWT","8/18/2016 0:00:00","SAWT"
"39","3D9.1C2DDCDF1A",2016-08-29 00:00:00,21,"SFSalmon","MCCA","STR","GRA, STR","GRA(O),MCCA(R)","MCCA","6/16/2016 12:00:00",NA
"40","3D9.1C2DDCE25E",2016-07-21 21:16:09,19,"GrandeRonde","CCW","CCWA0","GRA, UGR, CCWB0, CCWA0, CCWB0, CCWA0, CCWB0, CCWA0, CCWB0, CCWA0, CCWB0","GRA(O),UGR(O),CCW(O),CCW(O),CCW(O),CCW(O),CCW(O),CCW(O)","CCW","9/14/2016 13:32:08","UGR"
"41","3D9.1C2DDCE3AB",2016-06-20 19:55:44,21,"SFSalmon","ZEN","ZENA0","GRA, ZENB0, ZENA0","GRA(O),ZEN(O),GROUSC(M)","GROUSC","8/23/2016 0:00:00","GROUSC"
"42","3D9.1C2DDCEC0C",2016-08-15 02:42:03,11,"ImnahaRiver","BSC","BSCA0","GRA, IR2, IR3A0, BSCB0, BSCA0","GRA(O),IR2(O),IR3(O),BSC(O)","BSC","8/15/2016 2:42:03","IR3"
"43","3D9.1C2DDCF473",2016-06-23 20:12:17,18,"Wallowa","WR1","WR1","GRA, WR1","GRA(O),WR1(O),MINAMR(R)","MINAMR","8/31/2016 12:00:00","MINAMR"
"44","3D9.1C2DDCF6D0",2016-07-01 00:00:00,21,"SFSalmon","MCCA","STR","GRA, KRS, STR","GRA(O),MCCA(R),KRS(O)","KRS","6/20/2016 0:02:32","KRS"
"45","3D9.1C2DDCF6DC",2016-08-08 16:08:04,21,"SFSalmon","ESS","ESSA0","GRA, SFG, ESSB0, ESSA0","JOHNSC(R),GRA(O),SFG(O),ESS(O)","ESS","8/8/2016 16:08:04","JOHNSC"
"46","3D9.1C2DDCF897",2016-06-26 04:46:35,21,"SFSalmon","ZEN","ZENA0","GRA, ZENB0, ZENA0","GRA(O),ZEN(O),GROUSC(M)","GROUSC","8/29/2016 0:00:00","GROUSC"
"47","3D9.1C2DDD057F",2016-08-17 02:34:37,11,"ImnahaRiver","IR5","IR5A0","GRA, IR1, IR3A0, IR4B0, IR4A0, IMLB0, IMLA0, IMNAHW, IR5B0, IR5A0, IR5B0, IR5A0, IR5B0, IR4A0","GRA(O),IR1(O),IR3(O),IMNAHW(R),IR4(O),IML(O),IR5(O),IR5(O),IR5(O),IR4(O)","IR4","8/29/2016 9:09:26","IR4"
"48","3D9.1C2DDD0736",2016-07-01 00:00:00,21,"SFSalmon","MCCA","STR","GRA, SFG, KRS, STR","GRA(O),MCCA(R),SFG(O),KRS(O)","KRS","6/23/2016 1:02:36","KRS"
"49","3D9.1C2DDD0A1C",2016-06-28 14:19:16,26,"UpperSalmon","STL","STL","GRA, STL","GRA(O),STL(O),SAWT(R)","SAWT","6/29/2016 0:00:00","SAWT"
"50","3D9.1C2DDD0BB2",2016-08-29 00:00:00,21,"SFSalmon","MCCA","STR","GRA, STR","GRA(O),MCCA(R)","MCCA","6/16/2016 12:00:00",NA
"51","3D9.1C2DDD150D",2016-08-21 11:20:56,11,"ImnahaRiver","IR5","IR5A0","GRA, IR1, IR2, IR3A0, IR4B0, IR4A0, IR4B0, IR4A0, IR4B0, IR4A0, IR4B0, IR4A0, IMLB0, IMLA0, IR5B0, IR5A0, IMNAHW, IR5A0, IR5B0, IMNAHW, IR4A0","GRA(O),IR1(O),IR1(O),IR2(O),IR3(O),IMNAHW(R),IR4(O),IML(O),IR5(O),IR5(O),IMNAHW(M),IR4(O)","IR4","9/9/2016 12:45:33","IR4"
"52","3D9.1C2DDD1CE8",2016-06-30 17:31:54,21,"SFSalmon","ZEN","ZENA0","GRA, SFG, ZENB0, ZENA0","GRA(O),SFG(O),ZEN(O),GROUSC(M)","GROUSC","8/23/2016 0:00:00","GROUSC"
"53","3D9.1C2DDD1E30",2016-08-29 14:16:57,26,"UpperSalmon","STL","STL","GRA, USE, STL","GRA(O),USE(O),STL(O),SAWT(R),SALR4(M)","SALR4","9/14/2016 0:00:00","SAWT"
"54","3D9.1C2DDD2726",2016-06-21 08:55:00,26,"UpperSalmon","YANKFK","YFKA0","GRA, YFKB0, YFKA0","GRA(O),YFK(O),YANKFK(R)","YANKFK","6/21/2016 8:55:00","YFK"
"55","3D9.1C2DDD42F3",2016-06-24 00:00:00,21,"SFSalmon","MCCA","STR","GRA, KRS, STR","GRA(O),KRS(O),MCCA(R),STR(O)","STR","6/24/2016 2:48:26","STR"
"56","3D9.1C2DDD53D8",2016-06-29 19:46:31,11,"ImnahaRiver","IML","IMLA0","GRA, IR2, IR3A0, IMLB0, IMLA0","GRA(O),IR2(O),IR3(O),IML(O)","IML","6/29/2016 19:48:06","IR3"
"57","3D9.1C2DDD57FC",2016-09-02 00:00:00,21,"SFSalmon","MCCA","STR","GRA, SFG, KRS, STR","MCCA(R),GRA(O),SFG(O),KRS(O)","KRS","7/4/2016 1:52:26","KRS"
"58","3D9.1C2DE11546",2016-07-02 00:00:00,26,"UpperSalmon","SAWT","STL","GRA, USE, STL","GRA(O),USE(O),SAWT(R),STL(O),SALR4(M)","SALR4","9/7/2016 0:00:00","STL"
"59","3D9.1C2DE15AFF",2016-08-24 18:38:29,11,"ImnahaRiver","IR5","IR5A0","GRA, IR1, IR4A0, IR4B0, IR4A0, IR4B0, IR4A0, IR4B0, IR4A0, IR4B0, IR4A0, IR4B0, IR4A0, IR4B0, IR4A0, IMLB0, IMLA0, IMNAHW, IR5B0, IR5A0, IR5B0, IR5A0, IR5B0, IR5A0, IR5B0, IR5A0, IR5B0, IR5A0, IR5B0, IMNAHW","GRA(O),IR1(O),IMNAHW(R),IR4(O),IR4(O),IR4(O),IR4(O),IR4(O),IML(O),IR5(O),IR5(O),IR5(O),IR5(O),IMNAHW(M)","IMNAHW","9/3/2016 13:00:00","IMNAHW"
"60","3D9.1C2DE15BB9",2016-07-22 06:50:32,21,"SFSalmon","ZEN","ZENA0","GRA, SFG, ZENB0, ZENA0","GRA(O),SFG(O),ZEN(O),GROUSC(M)","GROUSC","8/23/2016 0:00:00","GROUSC"
"61","3D9.1C2DE17C8F",2016-08-17 13:23:30,11,"ImnahaRiver","IR5","IR5A0","GRA, IR3A0, IR4B0, IR4A0, IMLB0, IMLA0, IMNAHW, IR5B0, IR5A0, IR5B0, IR5A0, IR5B0, IR5A0, IR5B0, IR4B0","GRA(O),IR3(O),IMNAHW(R),IR4(O),IML(O),IR5(O),IR5(O),IR5(O),IR4(O)","IR4","9/3/2016 10:56:08","IR4"
"62","3D9.1C2DE18863",2016-08-27 18:10:47,11,"ImnahaRiver","IML","IMLA0","GRA, IR1, IR2, IR4B0, IR4A0, IMLB0, IMLA0, IMLB0","GRA(O),IR1(O),IR2(O),IR4(O),IML(O)","IML","8/27/2016 18:20:26","IR4"
"63","3D9.1C2DE23CFD",2016-06-21 22:21:00,21,"SFSalmon","JOHNSC","JOHNSC","GRA, SFG, ESSB0, ESSA0, JOHNSC","GRA(O),SFG(O),ESS(O),JOHNSC(R),JOHNSC(R),JOHNSC(R),BURNLC(M)","BURNLC","8/30/2016 0:00:00","BURNLC"
"64","3D9.1C2DE72957",2016-07-07 15:43:28,21,"SFSalmon","ZEN","ZENA0","GRA, ZENB0, ZENA0","GRA(O),ZEN(O),GROUSC(M)","GROUSC","8/23/2016 0:00:00","GROUSC"
"65","3DD.00775D42B3",2016-08-29 00:00:00,21,"SFSalmon","MCCA","STR","GRA, KRS, STR","MCCA(R),GRA(O),GRA(O),KRS(O)","KRS","7/29/2016 0:14:18","KRS"
"66","3DD.00775D642C",2016-08-14 12:59:12,11,"ImnahaRiver","IR5","IR5A0","GRA, IR3B0, IR3A0, IR3B0, IMLB0, IMLA0, IMNAHW, IR5B0, IR5A0, IR5B0, IMNAHW","GRA(O),IR3(O),IMNAHW(R),IML(O),IR5(O),IMNAHW(M)","IMNAHW","8/15/2016 13:00:00","IMNAHW"
"67","3DD.00775E289E",2016-09-01 16:07:54,26,"UpperSalmon","STL","STL","GRA, USI, STL","GRA(O),USI(O),STL(O),SAWT(R),SALR4(M)","SALR4","9/20/2016 0:00:00","SAWT"
"68","3DD.00775E36A5",2016-08-29 00:00:00,21,"SFSalmon","MCCA","STR","GRA, SFG, STR","MCCA(R),GRA(O),SFG(O)","SFG","8/7/2016 21:04:01","SFG"
